miRNA,SRR1273998,SRR1273999,SRR1274000,SRR1274001
Hsa-Mir-3622_3p* chr8 segs:1-30 cds:+:27701725-27701754,0.0,0.0,0.0,0.0
Hsa-Mir-3622_5p,0.0,0.0,0.0,0.0
Hsa-Mir-3622_5p chr8 segs:1-30 cds:+:27701688-27701717,0.0,0.0,0.0,0.0
Hsa-Mir-3622_5p.SNPA chr8 segs:1-30 cds:+:27701688-27701717,0.0,0.0,0.0,0.0
Hsa-Mir-3622_5p.SNPC chr8 segs:1-30 cds:+:27701688-27701717,0.0,0.0,0.0,0.0
Hsa-Mir-3663_3p,0.0,0.0,0.0,0.0
Hsa-Mir-3663_3p chr10 segs:1-31 cds:-:117167689-117167719,0.0,0.0,0.0,0.0
Hsa-Mir-3663_3p.SNPA chr10 segs:1-31 cds:-:117167689-117167719,0.0,0.0,0.0,0.0
Hsa-Mir-3663_3p.SNPC chr10 segs:1-31 cds:-:117167689-117167719,0.0,0.0,0.0,0.0
Hsa-Mir-3663_5p* chr10 segs:1-30 cds:-:117167727-117167756,0.0,0.0,0.0,0.0
Hsa-Mir-3690_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-3690_3p* chrX segs:1-30 cds:+:1293962-1293991,0.0,0.0,0.0,0.0
Hsa-Mir-3690_5p,2.0,8.0,0.0,0.0
Hsa-Mir-3690_5p chrX segs:1-32 cds:+:1293925-1293956,0.0,0.0,0.0,0.0
Hsa-Mir-370_3p,44.0,50.0,25.0,21.0
Hsa-Mir-370_3p chr14 segs:1-30 cds:+:100911184-100911213,0.0,0.0,0.0,0.0
Hsa-Mir-370_5p*,0.0,4.0,0.0,0.0
Hsa-Mir-370_5p* chr14 segs:1-30 cds:+:100911149-100911178,0.0,0.0,0.0,0.0
Hsa-Mir-374-P1_3p,1647.0,1044.0,1125.0,596.0
Hsa-Mir-374-P1_3p chrX segs:1-30 cds:-:74287289-74287318,0.0,0.0,0.0,0.0
Hsa-Mir-374-P1_5p,649.0,789.0,587.0,454.0
Hsa-Mir-374-P1_5p chrX segs:1-30 cds:-:74287319-74287348,0.0,0.0,0.0,0.0
Hsa-Mir-374-P2_3p*,47.0,63.0,16.0,25.0
Hsa-Mir-374-P2_3p* chrX segs:1-30 cds:-:74218551-74218580,0.0,0.0,0.0,0.0
Hsa-Mir-374-P2_5p,355.0,284.0,236.0,214.0
Hsa-Mir-374-P2_5p chrX segs:1-30 cds:-:74218581-74218610,0.0,0.0,0.0,0.0
Hsa-Mir-375_3p,9451.0,6305.0,6526.0,5713.0
Hsa-Mir-375_3p chr2 segs:1-30 cds:-:219001642-219001671,0.0,0.0,0.0,0.0
Hsa-Mir-375_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-375_5p* chr2 segs:1-31 cds:-:219001676-219001706,0.0,0.0,0.0,0.0
Hsa-Mir-376-P1_3p chr14 segs:1-29 cds:+:101040823-101040851,0.0,0.0,0.0,0.0
Hsa-Mir-376-P1_3p/P2_3p/P3_3p,49.0,6.0,0.0,3.0
Hsa-Mir-376-P1_5p*,50.0,28.0,9.0,17.0
Hsa-Mir-376-P1_5p* chr14 segs:1-30 cds:+:101040786-101040815,0.0,0.0,0.0,0.0
Hsa-Mir-376-P2_3p chr14 segs:1-29 cds:+:101040116-101040144,0.0,0.0,0.0,0.0
Hsa-Mir-376-P2_5p*,3.0,0.0,0.0,0.0
Hsa-Mir-376-P2_5p* chr14 segs:1-30 cds:+:101040079-101040108,0.0,0.0,0.0,0.0
Hsa-Mir-376-P3_3p chr14 segs:1-29 cds:+:101040495-101040523,0.0,0.0,0.0,0.0
Hsa-Mir-376-P3_5p* chr14 segs:1-30 cds:+:101040458-101040487,0.0,0.0,0.0,0.0
Hsa-Mir-376-P3_5p*/P4_5p*,0.0,3.0,0.0,0.0
Hsa-Mir-376-P4_3p,93.0,87.0,63.0,27.0
Hsa-Mir-376-P4_3p chr14 segs:1-29 cds:+:101039730-101039758,0.0,0.0,0.0,0.0
Hsa-Mir-376-P4_5p* chr14 segs:1-30 cds:+:101039693-101039722,0.0,0.0,0.0,0.0
Hsa-Mir-378_3p,77617.0,54430.0,46215.0,30917.0
Hsa-Mir-378_3p chr5 segs:1-30 cds:+:149732865-149732894,0.0,0.0,0.0,0.0
Hsa-Mir-378_5p*,348.0,547.0,276.0,125.0
Hsa-Mir-378_5p* chr5 segs:1-30 cds:+:149732827-149732856,0.0,0.0,0.0,0.0
Hsa-Mir-383-v1_3p* chr8 segs:1-29 cds:-:14853437-14853465,0.0,0.0,0.0,0.0
Hsa-Mir-383-v1_5p chr8 segs:1-30 cds:-:14853477-14853506,0.0,0.0,0.0,0.0
Hsa-Mir-383-v2_3p* chr8 segs:1-29 cds:-:14853437-14853465,0.0,0.0,0.0,0.0
Hsa-Mir-383-v2_5p chr8 segs:1-31 cds:-:14853477-14853507,0.0,0.0,0.0,0.0
Hsa-Mir-383_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-383_5p,30.0,5.0,6.0,4.0
Hsa-Mir-3909_3p,75.0,71.0,33.0,26.0
Hsa-Mir-3909_3p chr22 segs:1-30 cds:+:35335708-35335737,0.0,0.0,0.0,0.0
Hsa-Mir-3909_5p* chr22 segs:1-29 cds:+:35335668-35335696,0.0,0.0,0.0,0.0
Hsa-Mir-3924_3p chr10 segs:1-30 cds:-:57304483-57304512,0.0,0.0,0.0,0.0
Hsa-Mir-3924_5p,0.0,0.0,0.0,3.0
Hsa-Mir-3924_5p chr10 segs:1-30 cds:-:57304520-57304549,0.0,0.0,0.0,0.0
Hsa-Mir-3934_3p* chr6 segs:1-30 cds:+:33698189-33698218,0.0,0.0,0.0,0.0
Hsa-Mir-3934_5p chr6 segs:1-31 cds:+:33698150-33698180,0.0,0.0,0.0,0.0
Hsa-Mir-3940_3p,2.0,7.0,3.0,2.0
Hsa-Mir-3940_3p chr19 segs:1-30 cds:-:6416428-6416457,0.0,0.0,0.0,0.0
Hsa-Mir-3940_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-3940_5p* chr19 segs:1-28 cds:-:6416464-6416491,0.0,0.0,0.0,0.0
Hsa-Mir-3940_5p*.SNPA chr19 segs:1-28 cds:-:6416464-6416491,0.0,0.0,0.0,0.0
Hsa-Mir-3940_5p*.SNPC chr19 segs:1-28 cds:-:6416464-6416491,0.0,0.0,0.0,0.0
Hsa-Mir-3942_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-3942_3p* chr15 segs:1-30 cds:-:35372273-35372302,0.0,0.0,0.0,0.0
Hsa-Mir-3942_5p,4.0,7.0,0.0,0.0
Hsa-Mir-3942_5p chr15 segs:1-30 cds:-:35372314-35372343,0.0,0.0,0.0,0.0
Hsa-Mir-3944_3p* chr10 segs:1-31 cds:-:133371573-133371603,0.0,0.0,0.0,0.0
Hsa-Mir-3944_5p,0.0,0.0,0.0,0.0
Hsa-Mir-3944_5p chr10 segs:1-30 cds:-:133371614-133371643,0.0,0.0,0.0,0.0
Hsa-Mir-423_3p,4429.0,3798.0,1333.0,1935.0
Hsa-Mir-423_3p chr17 segs:1-31 cds:+:30117129-30117159,0.0,0.0,0.0,0.0
Hsa-Mir-423_5p,1360.0,2047.0,345.0,460.0
Hsa-Mir-423_5p chr17 segs:1-31 cds:+:30117093-30117123,0.0,0.0,0.0,0.0
Hsa-Mir-425_3p*,304.0,142.0,170.0,83.0
Hsa-Mir-425_3p* chr3 segs:1-29 cds:-:49020153-49020181,0.0,0.0,0.0,0.0
Hsa-Mir-425_5p,1355.0,1087.0,635.0,646.0
Hsa-Mir-425_5p chr3 segs:1-30 cds:-:49020194-49020223,0.0,0.0,0.0,0.0
Hsa-Mir-430-P11a_3p* chr19 segs:1-30 cds:+:53756795-53756824,0.0,0.0,0.0,0.0
Hsa-Mir-430-P11a_3p*/P11b_3p*/P13_3p*/P14_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-430-P11a_5p chr19 segs:1-32 cds:+:53756754-53756785,0.0,0.0,0.0,0.0
Hsa-Mir-430-P11a_5p/P11b_5p,0.0,0.0,0.0,0.0
Hsa-Mir-430-P11b_3p* chr19 segs:1-30 cds:+:53761187-53761216,0.0,0.0,0.0,0.0
Hsa-Mir-430-P11b_5p chr19 segs:1-32 cds:+:53761146-53761177,0.0,0.0,0.0,0.0
Hsa-Mir-430-P13_3p* chr19 segs:1-30 cds:+:53736899-53736928,0.0,0.0,0.0,0.0
Hsa-Mir-430-P13_3p*.SNPA chr19 segs:1-30 cds:+:53736899-53736928,0.0,0.0,0.0,0.0
Hsa-Mir-430-P13_3p*.SNPC chr19 segs:1-30 cds:+:53736899-53736928,0.0,0.0,0.0,0.0
Hsa-Mir-430-P13_5p chr19 segs:1-32 cds:+:53736858-53736889,0.0,0.0,0.0,0.0
Hsa-Mir-430-P13_5p/P14_5p,0.0,0.0,0.0,0.0
Hsa-Mir-430-P14_3p* chr19 segs:1-30 cds:+:53725491-53725520,0.0,0.0,0.0,0.0
Hsa-Mir-430-P14_5p chr19 segs:1-32 cds:+:53725455-53725486,0.0,0.0,0.0,0.0
Hsa-Mir-430-P15a_3p chr19 segs:1-30 cds:+:53712319-53712348,0.0,0.0,0.0,0.0
Hsa-Mir-430-P15a_3p/P15b_3p,0.0,0.0,0.0,0.0
Hsa-Mir-430-P15a_5p* chr19 segs:1-30 cds:+:53712280-53712309,0.0,0.0,0.0,0.0
Hsa-Mir-430-P15a_5p*/P15b_5p*/P15c_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-430-P15b_3p chr19 segs:1-30 cds:+:53721116-53721145,0.0,0.0,0.0,0.0
Hsa-Mir-430-P15b_5p* chr19 segs:1-30 cds:+:53721079-53721108,0.0,0.0,0.0,0.0
Hsa-Mir-430-P15c_3p chr19 segs:1-30 cds:+:53741367-53741396,0.0,0.0,0.0,0.0
Hsa-Mir-430-P15c_5p* chr19 segs:1-30 cds:+:53741330-53741359,0.0,0.0,0.0,0.0
Hsa-Mir-430-P18+5p*/P19_5p*/P48_5p,0.0,0.0,0.0,0.0
Hsa-Mir-430-P18_3p chr19 segs:1-31 cds:+:53731054-53731084,0.0,0.0,0.0,0.0
Hsa-Mir-430-P18_3p/P19_3p,0.0,0.0,0.0,0.0
Hsa-Mir-430-P18_5p* chr19 segs:1-30 cds:+:53731017-53731046,0.0,0.0,0.0,0.0
Hsa-Mir-430-P19_3p chr19 segs:1-31 cds:+:53739383-53739413,0.0,0.0,0.0,0.0
Hsa-Mir-430-P19_5p* chr19 segs:1-30 cds:+:53739346-53739375,0.0,0.0,0.0,0.0
Hsa-Mir-430-P1_3p chr4 segs:1-31 cds:-:112648180-112648210,0.0,0.0,0.0,0.0
Hsa-Mir-430-P1_5p* chr4 segs:1-31 cds:-:112648218-112648248,0.0,0.0,0.0,0.0
Hsa-Mir-430-P20_3p,0.0,0.0,0.0,0.0
Hsa-Mir-430-P20_3p chr19 segs:1-30 cds:+:53702785-53702814,0.0,0.0,0.0,0.0
Hsa-Mir-430-P20_5p* chr19 segs:1-31 cds:+:53702748-53702778,0.0,0.0,0.0,0.0
Hsa-Mir-430-P21_3p chr19 segs:1-30 cds:+:53708794-53708823,0.0,0.0,0.0,0.0
Hsa-Mir-430-P21_3p/P24_3p,0.0,0.0,0.0,0.0
Hsa-Mir-430-P21_5p* chr19 segs:1-30 cds:+:53708757-53708786,0.0,0.0,0.0,0.0
Hsa-Mir-430-P22_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-430-P22_3p* chr19 segs:1-30 cds:+:53734927-53734956,0.0,0.0,0.0,0.0
Hsa-Mir-430-P22_3p*.SNPA chr19 segs:1-30 cds:+:53734927-53734956,0.0,0.0,0.0,0.0
Hsa-Mir-430-P22_3p*.SNPC chr19 segs:1-30 cds:+:53734927-53734956,0.0,0.0,0.0,0.0
Hsa-Mir-430-P22_5p chr19 segs:1-30 cds:+:53734890-53734919,0.0,0.0,0.0,0.0
Hsa-Mir-430-P22_5p/P24_5p*/P33_5p*/P45_5p/P46_5p,0.0,0.0,0.0,0.0
Hsa-Mir-430-P23_3p* chr19 segs:1-30 cds:+:53729888-53729917,0.0,0.0,0.0,0.0
Hsa-Mir-430-P23_5p chr19 segs:1-30 cds:+:53729851-53729880,0.0,0.0,0.0,0.0
Hsa-Mir-430-P23_5p/P25_5p/P27_5p/P28_5p*/P41_5p*/P42_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-430-P24_3p chr19 segs:1-30 cds:+:53700065-53700094,0.0,0.0,0.0,0.0
Hsa-Mir-430-P24_5p* chr19 segs:1-30 cds:+:53700028-53700057,0.0,0.0,0.0,0.0
Hsa-Mir-430-P25_3p* chr19 segs:1-30 cds:+:53752447-53752476,0.0,0.0,0.0,0.0
Hsa-Mir-430-P25_3p/P26_3p/P27_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-430-P25_5p chr19 segs:1-30 cds:+:53752408-53752437,0.0,0.0,0.0,0.0
Hsa-Mir-430-P26_3p chr19 segs:1-30 cds:+:53762395-53762424,0.0,0.0,0.0,0.0
Hsa-Mir-430-P26_5p* chr19 segs:1-30 cds:+:53762356-53762385,0.0,0.0,0.0,0.0
Hsa-Mir-430-P26_5p*/P32_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-430-P27_3p* chr19 segs:1-30 cds:+:53695261-53695290,0.0,0.0,0.0,0.0
Hsa-Mir-430-P27_5p chr19 segs:1-30 cds:+:53695223-53695252,0.0,0.0,0.0,0.0
Hsa-Mir-430-P28_3p,0.0,0.0,0.0,0.0
Hsa-Mir-430-P28_3p chr19 segs:1-30 cds:+:53686520-53686549,0.0,0.0,0.0,0.0
Hsa-Mir-430-P28_5p* chr19 segs:1-30 cds:+:53686482-53686511,0.0,0.0,0.0,0.0
Hsa-Mir-430-P29_3p,0.0,0.0,0.0,0.0
Hsa-Mir-430-P29_3p chr19 segs:1-31 cds:+:53713398-53713428,0.0,0.0,0.0,0.0
Hsa-Mir-430-P29_3p.SNPA chr19 segs:1-31 cds:+:53713398-53713428,0.0,0.0,0.0,0.0
Hsa-Mir-430-P29_3p.SNPC chr19 segs:1-31 cds:+:53713398-53713428,0.0,0.0,0.0,0.0
Hsa-Mir-430-P29_5p* chr19 segs:1-32 cds:+:53713359-53713390,0.0,0.0,0.0,0.0
Hsa-Mir-430-P2_3p,0.0,0.0,0.0,0.0
Hsa-Mir-430-P2_3p chr4 segs:1-31 cds:-:112648483-112648513,0.0,0.0,0.0,0.0
Hsa-Mir-430-P2_3p.SNPA chr4 segs:1-31 cds:-:112648483-112648513,0.0,0.0,0.0,0.0
Hsa-Mir-430-P2_3p.SNPB chr4 segs:1-31 cds:-:112648483-112648513,0.0,0.0,0.0,0.0
Hsa-Mir-430-P2_3p.SNPC chr4 segs:1-31 cds:-:112648483-112648513,0.0,0.0,0.0,0.0
Hsa-Mir-430-P2_5p* chr4 segs:1-31 cds:-:112648519-112648549,0.0,0.0,0.0,0.0
Hsa-Mir-430-P30_3p* chr19 segs:1-31 cds:+:53679987-53680017,0.0,0.0,0.0,0.0
Hsa-Mir-430-P30_5p chr19 segs:1-30 cds:+:53679951-53679980,0.0,0.0,0.0,0.0
Hsa-Mir-430-P31_3p chr19 segs:1-29 cds:+:53690931-53690959,0.0,0.0,0.0,0.0
Hsa-Mir-430-P31_5p* chr19 segs:1-29 cds:+:53690893-53690921,0.0,0.0,0.0,0.0
Hsa-Mir-430-P32_3p chr19 segs:1-30 cds:+:53701265-53701294,0.0,0.0,0.0,0.0
Hsa-Mir-430-P32_3p/P33_3p/P36_3p/P47_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-430-P32_5p* chr19 segs:1-30 cds:+:53701226-53701255,0.0,0.0,0.0,0.0
Hsa-Mir-430-P33_3p chr19 segs:1-30 cds:+:53707504-53707533,0.0,0.0,0.0,0.0
Hsa-Mir-430-P33_5p* chr19 segs:1-29 cds:+:53707466-53707494,0.0,0.0,0.0,0.0
Hsa-Mir-430-P33_5p*.SNPA chr19 segs:1-29 cds:+:53707466-53707494,0.0,0.0,0.0,0.0
Hsa-Mir-430-P33_5p*.SNPC chr19 segs:1-29 cds:+:53707466-53707494,0.0,0.0,0.0,0.0
Hsa-Mir-430-P34_3p chr19 segs:1-30 cds:+:53720147-53720176,0.0,0.0,0.0,0.0
Hsa-Mir-430-P34_5p* chr19 segs:1-29 cds:+:53720109-53720137,0.0,0.0,0.0,0.0
Hsa-Mir-430-P35_3p chr19 segs:1-30 cds:+:53675762-53675791,0.0,0.0,0.0,0.0
Hsa-Mir-430-P35_5p* chr19 segs:1-30 cds:+:53675723-53675752,0.0,0.0,0.0,0.0
Hsa-Mir-430-P36_3p chr19 segs:1-30 cds:+:53682210-53682239,0.0,0.0,0.0,0.0
Hsa-Mir-430-P36_5p* chr19 segs:1-30 cds:+:53682171-53682200,0.0,0.0,0.0,0.0
Hsa-Mir-430-P37a_3p chr19 segs:1-29 cds:+:53742565-53742593,0.0,0.0,0.0,0.0
Hsa-Mir-430-P37a_3p/P37b_3p,0.0,0.0,0.0,0.0
Hsa-Mir-430-P37a_5p* chr19 segs:1-30 cds:+:53742526-53742555,0.0,0.0,0.0,0.0
Hsa-Mir-430-P37a_5p*/P37b_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-430-P37b_3p chr19 segs:1-29 cds:+:53722219-53722247,0.0,0.0,0.0,0.0
Hsa-Mir-430-P37b_5p* chr19 segs:1-30 cds:+:53722180-53722209,0.0,0.0,0.0,0.0
Hsa-Mir-430-P39a_3p chr19 segs:1-30 cds:+:53748687-53748716,0.0,0.0,0.0,0.0
Hsa-Mir-430-P39a_3p/P39b_3p,0.0,0.0,0.0,0.0
Hsa-Mir-430-P39a_5p* chr19 segs:1-30 cds:+:53748648-53748677,0.0,0.0,0.0,0.0
Hsa-Mir-430-P39b_3p chr19 segs:1-30 cds:+:53716645-53716674,0.0,0.0,0.0,0.0
Hsa-Mir-430-P39b_5p* chr19 segs:1-30 cds:+:53716606-53716635,0.0,0.0,0.0,0.0
Hsa-Mir-430-P3_3p chr4 segs:1-29 cds:-:112648362-112648390,0.0,0.0,0.0,0.0
Hsa-Mir-430-P3_5p* chr4 segs:1-29 cds:-:112648397-112648425,0.0,0.0,0.0,0.0
Hsa-Mir-430-P41_3p chr19 segs:1-30 cds:+:53751262-53751291,0.0,0.0,0.0,0.0
Hsa-Mir-430-P41_5p* chr19 segs:1-30 cds:+:53751224-53751253,0.0,0.0,0.0,0.0
Hsa-Mir-430-P42_3p,0.0,0.0,0.0,0.0
Hsa-Mir-430-P42_3p chr19 segs:1-30 cds:+:53698435-53698464,0.0,0.0,0.0,0.0
Hsa-Mir-430-P42_3p.SNPA chr19 segs:1-30 cds:+:53698435-53698464,0.0,0.0,0.0,0.0
Hsa-Mir-430-P42_3p.SNPC chr19 segs:1-30 cds:+:53698435-53698464,0.0,0.0,0.0,0.0
Hsa-Mir-430-P42_5p* chr19 segs:1-30 cds:+:53698398-53698427,0.0,0.0,0.0,0.0
Hsa-Mir-430-P43_3p chr19 segs:1-30 cds:+:53711052-53711081,0.0,0.0,0.0,0.0
Hsa-Mir-430-P43_5p chr19 segs:1-30 cds:+:53711015-53711044,0.0,0.0,0.0,0.0
Hsa-Mir-430-P44_3p* chr19 segs:1-30 cds:+:53697582-53697611,0.0,0.0,0.0,0.0
Hsa-Mir-430-P44_5p chr19 segs:1-30 cds:+:53697545-53697574,0.0,0.0,0.0,0.0
Hsa-Mir-430-P45_3p* chr19 segs:1-30 cds:+:53706301-53706330,0.0,0.0,0.0,0.0
Hsa-Mir-430-P45_5p chr19 segs:1-30 cds:+:53706264-53706293,0.0,0.0,0.0,0.0
Hsa-Mir-430-P46_3p* chr19 segs:1-30 cds:+:53726959-53726988,0.0,0.0,0.0,0.0
Hsa-Mir-430-P46_5p chr19 segs:1-30 cds:+:53726926-53726955,0.0,0.0,0.0,0.0
Hsa-Mir-430-P47_3p* chr19 segs:1-30 cds:+:53694441-53694470,0.0,0.0,0.0,0.0
Hsa-Mir-430-P47_5p chr19 segs:1-30 cds:+:53694404-53694433,0.0,0.0,0.0,0.0
Hsa-Mir-430-P48_3p* chr19 segs:1-29 cds:+:53754067-53754095,0.0,0.0,0.0,0.0
Hsa-Mir-430-P48_5p chr19 segs:1-29 cds:+:53754029-53754057,0.0,0.0,0.0,0.0
Hsa-Mir-430-P49_3p* chr19 segs:1-29 cds:+:53688531-53688559,0.0,0.0,0.0,0.0
Hsa-Mir-430-P49_5p chr19 segs:1-29 cds:+:53688493-53688521,0.0,0.0,0.0,0.0
Hsa-Mir-430-P49_5p/P50_5p,0.0,0.0,0.0,0.0
Hsa-Mir-430-P4_3p,0.0,0.0,0.0,0.0
Hsa-Mir-430-P4_3p chr4 segs:1-31 cds:-:112648000-112648030,0.0,0.0,0.0,0.0
Hsa-Mir-430-P4_3p.SNPA chr4 segs:1-31 cds:-:112648000-112648030,0.0,0.0,0.0,0.0
Hsa-Mir-430-P4_3p.SNPB chr4 segs:1-31 cds:-:112648000-112648030,0.0,0.0,0.0,0.0
Hsa-Mir-430-P4_3p.SNPC chr4 segs:1-31 cds:-:112648000-112648030,0.0,0.0,0.0,0.0
Hsa-Mir-430-P4_5p* chr4 segs:1-31 cds:-:112648038-112648068,0.0,0.0,0.0,0.0
Hsa-Mir-430-P50_3p* chr19 segs:1-29 cds:+:53758282-53758310,0.0,0.0,0.0,0.0
Hsa-Mir-430-P50_5p chr19 segs:1-29 cds:+:53758244-53758272,0.0,0.0,0.0,0.0
Hsa-Mir-430-P5_3p* chr19 segs:1-31 cds:+:53787714-53787744,0.0,0.0,0.0,0.0
Hsa-Mir-430-P5_5p,0.0,0.0,0.0,0.0
Hsa-Mir-430-P5_5p chr19 segs:1-31 cds:+:53787678-53787708,0.0,0.0,0.0,0.0
Hsa-Mir-430-P6_3p,0.0,4.0,0.0,0.0
Hsa-Mir-430-P6_3p chr19 segs:1-31 cds:+:53787929-53787959,0.0,0.0,0.0,0.0
Hsa-Mir-430-P6_5p* chr19 segs:1-31 cds:+:53787893-53787923,0.0,0.0,0.0,0.0
Hsa-Mir-430-P7_3p,0.0,3.0,0.0,0.0
Hsa-Mir-430-P7_3p chr19 segs:1-31 cds:+:53788746-53788776,0.0,0.0,0.0,0.0
Hsa-Mir-430-P7_5p* chr19 segs:1-30 cds:+:53788708-53788737,0.0,0.0,0.0,0.0
Hsa-Mir-430-P8a_3p chr19 segs:1-30 cds:+:53669211-53669240,0.0,0.0,0.0,0.0
Hsa-Mir-430-P8a_3p/P8b_3p,0.0,0.0,0.0,0.0
Hsa-Mir-430-P8a_5p* chr19 segs:1-30 cds:+:53669175-53669204,0.0,0.0,0.0,0.0
Hsa-Mir-430-P8a_5p*/P8b_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-430-P8b_3p chr19 segs:1-30 cds:+:53666727-53666756,0.0,0.0,0.0,0.0
Hsa-Mir-430-P8b_5p* chr19 segs:1-30 cds:+:53666691-53666720,0.0,0.0,0.0,0.0
Hsa-Mir-430-P9a_3p* chr19 segs:1-30 cds:+:53685057-53685086,0.0,0.0,0.0,0.0
Hsa-Mir-430-P9a_3p*/P9b_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-430-P9a_5p chr19 segs:1-32 cds:+:53685020-53685051,0.0,0.0,0.0,0.0
Hsa-Mir-430-P9a_5p/P9b_5p,0.0,0.0,0.0,0.0
Hsa-Mir-430-P9b_3p* chr19 segs:1-30 cds:+:53679051-53679080,0.0,0.0,0.0,0.0
Hsa-Mir-430-P9b_5p chr19 segs:1-32 cds:+:53679014-53679045,0.0,0.0,0.0,0.0
Hsa-Mir-431_3p*,8.0,9.0,8.0,0.0
Hsa-Mir-431_3p* chr14 segs:1-30 cds:+:100881067-100881096,0.0,0.0,0.0,0.0
Hsa-Mir-431_5p,35.0,18.0,7.0,7.0
Hsa-Mir-431_5p chr14 segs:1-29 cds:+:100881024-100881052,0.0,0.0,0.0,0.0
Hsa-Mir-432_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-432_3p* chr14 segs:1-30 cds:+:100884541-100884570,0.0,0.0,0.0,0.0
Hsa-Mir-432_5p,66.0,59.0,54.0,30.0
Hsa-Mir-432_5p chr14 segs:1-31 cds:+:100884494-100884524,0.0,0.0,0.0,0.0
Hsa-Mir-433_3p,14.0,8.0,15.0,9.0
Hsa-Mir-433_3p chr14 segs:1-30 cds:+:100881947-100881976,0.0,0.0,0.0,0.0
Hsa-Mir-433_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-433_5p* chr14 segs:1-30 cds:+:100881895-100881924,0.0,0.0,0.0,0.0
Hsa-Mir-4424_3p,15.0,3.0,0.0,8.0
Hsa-Mir-4424_3p chr1 segs:1-30 cds:+:178677799-178677828,0.0,0.0,0.0,0.0
Hsa-Mir-4424_5p*,7.0,0.0,0.0,10.0
Hsa-Mir-4424_5p* chr1 segs:1-30 cds:+:178677761-178677790,0.0,0.0,0.0,0.0
Hsa-Mir-448_3p chrX segs:1-28 cds:+:114823522-114823549,0.0,0.0,0.0,0.0
Hsa-Mir-448_5p* chrX segs:1-30 cds:+:114823463-114823492,0.0,0.0,0.0,0.0
Hsa-Mir-450-P1_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-450-P1_3p* chrX segs:1-30 cds:-:134540352-134540381,0.0,0.0,0.0,0.0
Hsa-Mir-450-P1_5p chrX segs:1-30 cds:-:134540387-134540416,0.0,0.0,0.0,0.0
Hsa-Mir-450-P1_5p/P2_5p,205.0,262.0,137.0,133.0
Hsa-Mir-450-P2_3p*,0.0,4.0,0.0,0.0
Hsa-Mir-450-P2_3p* chrX segs:1-30 cds:-:134540523-134540552,0.0,0.0,0.0,0.0
Hsa-Mir-450-P2_3p*.SNPA chrX segs:1-30 cds:-:134540523-134540552,0.0,0.0,0.0,0.0
Hsa-Mir-450-P2_3p*.SNPB chrX segs:1-30 cds:-:134540523-134540552,0.0,0.0,0.0,0.0
Hsa-Mir-450-P2_3p*.SNPC chrX segs:1-30 cds:-:134540523-134540552,0.0,0.0,0.0,0.0
Hsa-Mir-450-P2_5p chrX segs:1-30 cds:-:134540558-134540587,0.0,0.0,0.0,0.0
Hsa-Mir-450-P3_3p* chrX segs:1-30 cds:-:134540189-134540218,0.0,0.0,0.0,0.0
Hsa-Mir-450-P3_5p,349.0,392.0,193.0,203.0
Hsa-Mir-450-P3_5p chrX segs:1-31 cds:-:134540224-134540254,0.0,0.0,0.0,0.0
Hsa-Mir-451_5p,7660.0,30776.0,6378.0,4896.0
Hsa-Mir-451_5p chr17 segs:1-31 cds:-:28861396-28861426,0.0,0.0,0.0,0.0
Hsa-Mir-452-v1_3p* chrX segs:1-30 cds:-:151959633-151959662,0.0,0.0,0.0,0.0
Hsa-Mir-452-v1_5p chrX segs:1-32 cds:-:151959670-151959701,0.0,0.0,0.0,0.0
Hsa-Mir-452-v2_3p* chrX segs:1-30 cds:-:151959634-151959663,0.0,0.0,0.0,0.0
Hsa-Mir-452-v2_5p chrX segs:1-30 cds:-:151959669-151959698,0.0,0.0,0.0,0.0
Hsa-Mir-4524_3p,15.0,18.0,19.0,10.0
Hsa-Mir-4524_3p chr17 segs:1-30 cds:-:69099564-69099593,0.0,0.0,0.0,0.0
Hsa-Mir-4524_5p*,10.0,19.0,7.0,6.0
Hsa-Mir-4524_5p* chr17 segs:1-30 cds:-:69099598-69099627,0.0,0.0,0.0,0.0
Hsa-Mir-452_3p*,20.0,5.0,3.0,3.0
Hsa-Mir-452_5p,103.0,26.0,17.0,19.0
Hsa-Mir-455_3p*,1165.0,2807.0,823.0,608.0
Hsa-Mir-455_3p* chr9 segs:1-30 cds:+:114209483-114209512,0.0,0.0,0.0,0.0
Hsa-Mir-455_5p,1729.0,1755.0,1021.0,800.0
